O2_flux,CH4_flux,CH4_O2_flux_ratio
20000000000.0,9000000000.0,0.45
30000000000.0,13500000000.0,0.45
40000000000.0,18000000000.0,0.45
50000000000.0,22500000000.0,0.45
60000000000.0,27000000000.0,0.45
70000000000.0,31500000000.0,0.45
80000000000.0,36000000000.0,0.45
90000000000.0,40500000000.0,0.45
100000000000.0,45000000000.0,0.45
105000000000.0,47250000000.0,0.45
110000000000.0,49500000000.0,0.45
115000000000.0,51750000000.0,0.45
120000000000.0,54000000000.0,0.45
125000000000.0,56250000000.0,0.45
130000000000.0,58500000000.0,0.45
135000000000.0,60750000000.0,0.45
140000000000.0,63000000000.0,0.45
145000000000.0,65250000000.0,0.45
150000000000.0,67500000000.0,0.45
155000000000.0,69750000000.0,0.45
160000000000.0,72000000000.0,0.45
165000000000.0,74250000000.0,0.45
170000000000.0,76500000000.0,0.45
175000000000.0,78750000000.0,0.45
180000000000.0,81000000000.0,0.45
185000000000.0,83250000000.0,0.45
190000000000.0,85500000000.0,0.45
195000000000.0,87750000000.0,0.45
200000000000.0,90000000000.0,0.45
205000000000.0,92250000000.0,0.45
210000000000.0,94500000000.0,0.45
215000000000.0,96750000000.0,0.45
220000000000.0,99000000000.0,0.45
225000000000.0,101250000000.0,0.45
230000000000.0,103500000000.0,0.45
235000000000.0,105750000000.0,0.45
240000000000.0,108000000000.0,0.45
245000000000.0,110250000000.0,0.45
250000000000.0,112500000000.0,0.45
255000000000.0,114750000000.0,0.45
260000000000.0,117000000000.0,0.45
265000000000.0,119250000000.0,0.45
270000000000.0,121500000000.0,0.45
275000000000.0,123750000000.0,0.45
280000000000.0,126000000000.0,0.45
285000000000.0,128250000000.0,0.45
290000000000.0,130500000000.0,0.45
295000000000.0,132750000000.0,0.45
300000000000.0,135000000000.0,0.45
305000000000.0,137250000000.0,0.45
310000000000.0,139500000000.0,0.45
315000000000.0,141750000000.0,0.45
320000000000.0,144000000000.0,0.45
325000000000.0,146250000000.0,0.45
330000000000.0,148500000000.0,0.45
335000000000.0,150750000000.0,0.45
340000000000.0,153000000000.0,0.45
345000000000.0,155250000000.0,0.45
350000000000.0,157500000000.0,0.45
355000000000.0,159750000000.0,0.45
360000000000.0,162000000000.0,0.45
365000000000.0,164250000000.0,0.45
370000000000.0,166500000000.0,0.45
375000000000.0,168750000000.0,0.45
380000000000.0,171000000000.0,0.45
385000000000.0,173250000000.0,0.45
390000000000.0,175500000000.0,0.45
395000000000.0,177750000000.0,0.45
400000000000.0,180000000000.0,0.45
405000000000.0,182250000000.0,0.45
410000000000.0,184500000000.0,0.45
415000000000.0,186750000000.0,0.45
420000000000.0,189000000000.0,0.45
425000000000.0,191250000000.0,0.45
430000000000.0,193500000000.0,0.45
435000000000.0,195750000000.0,0.45
440000000000.0,198000000000.0,0.45
445000000000.0,200250000000.0,0.45
450000000000.0,202500000000.0,0.45
455000000000.0,204750000000.0,0.45
460000000000.0,207000000000.0,0.45
465000000000.0,209250000000.0,0.45
470000000000.0,211500000000.0,0.45
475000000000.0,213750000000.0,0.45
480000000000.0,216000000000.0,0.45
485000000000.0,218250000000.0,0.45
490000000000.0,220500000000.0,0.45
495000000000.0,222750000000.0,0.45
500000000000.0,225000000000.0,0.45
505000000000.0,227250000000.0,0.45
510000000000.0,229500000000.0,0.45
515000000000.0,231750000000.0,0.45
520000000000.0,234000000000.0,0.45
525000000000.0,236250000000.0,0.45
530000000000.0,238500000000.0,0.45
535000000000.0,240750000000.0,0.45
540000000000.0,243000000000.0,0.45
545000000000.0,245250000000.0,0.45
550000000000.0,247500000000.0,0.45
555000000000.0,249750000000.0,0.45
560000000000.0,252000000000.0,0.45
565000000000.0,254250000000.0,0.45
570000000000.0,256500000000.0,0.45
575000000000.0,258750000000.0,0.45
580000000000.0,261000000000.0,0.45
585000000000.0,263250000000.0,0.45
590000000000.0,265500000000.0,0.45
595000000000.0,267750000000.0,0.45
600000000000.0,270000000000.0,0.45
605000000000.0,272250000000.0,0.45
610000000000.0,274500000000.0,0.45
615000000000.0,276750000000.0,0.45
620000000000.0,279000000000.0,0.45
625000000000.0,281250000000.0,0.45
630000000000.0,283500000000.0,0.45
635000000000.0,285750000000.0,0.45
640000000000.0,288000000000.0,0.45
645000000000.0,290250000000.0,0.45
650000000000.0,292500000000.0,0.45
655000000000.0,294750000000.0,0.45
660000000000.0,297000000000.0,0.45
665000000000.0,299250000000.0,0.45
670000000000.0,301500000000.0,0.45
675000000000.0,303750000000.0,0.45
680000000000.0,306000000000.0,0.45
685000000000.0,308250000000.0,0.45
690000000000.0,310500000000.0,0.45
695000000000.0,312750000000.0,0.45
700000000000.0,315000000000.0,0.45
705000000000.0,317250000000.0,0.45
710000000000.0,319500000000.0,0.45
715000000000.0,321750000000.0,0.45
720000000000.0,324000000000.0,0.45
725000000000.0,326250000000.0,0.45
730000000000.0,328500000000.0,0.45
735000000000.0,330750000000.0,0.45
740000000000.0,333000000000.0,0.45
745000000000.0,335250000000.0,0.45
750000000000.0,337500000000.0,0.45
755000000000.0,339750000000.0,0.45
760000000000.0,342000000000.0,0.45
765000000000.0,344250000000.0,0.45
770000000000.0,346500000000.0,0.45
775000000000.0,348750000000.0,0.45
780000000000.0,351000000000.0,0.45
785000000000.0,353250000000.0,0.45
790000000000.0,355500000000.0,0.45
795000000000.0,357750000000.0,0.45
800000000000.0,360000000000.0,0.45
805000000000.0,362250000000.0,0.45
810000000000.0,364500000000.0,0.45
815000000000.0,366750000000.0,0.45
820000000000.0,369000000000.0,0.45
825000000000.0,371250000000.0,0.45
830000000000.0,373500000000.0,0.45
835000000000.0,375750000000.0,0.45
840000000000.0,378000000000.0,0.45
845000000000.0,380250000000.0,0.45
850000000000.0,382500000000.0,0.45
855000000000.0,384750000000.0,0.45
860000000000.0,387000000000.0,0.45
865000000000.0,389250000000.0,0.45
870000000000.0,391500000000.0,0.45
875000000000.0,393750000000.0,0.45
880000000000.0,396000000000.0,0.45
885000000000.0,398250000000.0,0.45
890000000000.0,400500000000.0,0.45
895000000000.0,402750000000.0,0.45
900000000000.0,405000000000.0,0.45
905000000000.0,407250000000.0,0.45
910000000000.0,409500000000.0,0.45
915000000000.0,411750000000.0,0.45
920000000000.0,414000000000.0,0.45
925000000000.0,416250000000.0,0.45
930000000000.0,418500000000.0,0.45
935000000000.0,420750000000.0,0.45
940000000000.0,423000000000.0,0.45
945000000000.0,425250000000.0,0.45
950000000000.0,427500000000.0,0.45
955000000000.0,429750000000.0,0.45
960000000000.0,432000000000.0,0.45
965000000000.0,434250000000.0,0.45
970000000000.0,436500000000.0,0.45
975000000000.0,438750000000.0,0.45
980000000000.0,441000000000.0,0.45
985000000000.0,443250000000.0,0.45
990000000000.0,445500000000.0,0.45
995000000000.0,447750000000.0,0.45
1000000000000.0,450000000000.0,0.45
1050000000000.0,472500000000.0,0.45
1100000000000.0,495000000000.0,0.45
1150000000000.0,517500000000.0,0.45
1200000000000.0,540000000000.0,0.45
1250000000000.0,562500000000.0,0.45
1300000000000.0,585000000000.0,0.45
1350000000000.0,607500000000.0,0.45
1400000000000.0,630000000000.0,0.45
1450000000000.0,652500000000.0,0.45
1500000000000.0,675000000000.0,0.45
1550000000000.0,697500000000.0,0.45
1600000000000.0,720000000000.0,0.45
1650000000000.0,742500000000.0,0.45
1700000000000.0,765000000000.0,0.45
1750000000000.0,787500000000.0,0.45
1800000000000.0,810000000000.0,0.45
1850000000000.0,832500000000.0,0.45
1900000000000.0,855000000000.0,0.45
1950000000000.0,877500000000.0,0.45
2000000000000.0,900000000000.0,0.45
2050000000000.0,922500000000.0,0.45
2100000000000.0,945000000000.0,0.45
2150000000000.0,967500000000.0,0.45
2200000000000.0,990000000000.0,0.45
2250000000000.0,1012500000000.0,0.45
2300000000000.0,1035000000000.0,0.45
2350000000000.0,1057500000000.0,0.45
2400000000000.0,1080000000000.0,0.45
2450000000000.0,1102500000000.0,0.45
2500000000000.0,1125000000000.0,0.45
2550000000000.0,1147500000000.0,0.45
2600000000000.0,1170000000000.0,0.45
2650000000000.0,1192500000000.0,0.45
2700000000000.0,1215000000000.0,0.45
2750000000000.0,1237500000000.0,0.45
2800000000000.0,1260000000000.0,0.45
2850000000000.0,1282500000000.0,0.45
2900000000000.0,1305000000000.0,0.45
2950000000000.0,1327500000000.0,0.45
3000000000000.0,1350000000000.0,0.45
3050000000000.0,1372500000000.0,0.45
3100000000000.0,1395000000000.0,0.45
3150000000000.0,1417500000000.0,0.45
3200000000000.0,1440000000000.0,0.45
3250000000000.0,1462500000000.0,0.45
3300000000000.0,1485000000000.0,0.45
3350000000000.0,1507500000000.0,0.45
3400000000000.0,1530000000000.0,0.45
3450000000000.0,1552500000000.0,0.45
3500000000000.0,1575000000000.0,0.45
3550000000000.0,1597500000000.0,0.45
3600000000000.0,1620000000000.0,0.45
3650000000000.0,1642500000000.0,0.45
3700000000000.0,1665000000000.0,0.45
3750000000000.0,1687500000000.0,0.45
3800000000000.0,1710000000000.0,0.45
3850000000000.0,1732500000000.0,0.45
3900000000000.0,1755000000000.0,0.45
3950000000000.0,1777500000000.0,0.45
4000000000000.0,1800000000000.0,0.45
4050000000000.0,1822500000000.0,0.45
4100000000000.0,1845000000000.0,0.45
4150000000000.0,1867500000000.0,0.45
4200000000000.0,1890000000000.0,0.45
4250000000000.0,1912500000000.0,0.45
4300000000000.0,1935000000000.0,0.45
4350000000000.0,1957500000000.0,0.45
4400000000000.0,1980000000000.0,0.45
4450000000000.0,2002500000000.0,0.45
4500000000000.0,2025000000000.0,0.45
4550000000000.0,2047500000000.0,0.45
4600000000000.0,2070000000000.0,0.45
4650000000000.0,2092500000000.0,0.45
4700000000000.0,2115000000000.0,0.45
4750000000000.0,2137500000000.0,0.45
4800000000000.0,2160000000000.0,0.45
4850000000000.0,2182500000000.0,0.45
4900000000000.0,2205000000000.0,0.45
4950000000000.0,2227500000000.0,0.45
5000000000000.0,2250000000000.0,0.45
5050000000000.0,2272500000000.0,0.45
5100000000000.0,2295000000000.0,0.45
5150000000000.0,2317500000000.0,0.45
5200000000000.0,2340000000000.0,0.45
5250000000000.0,2362500000000.0,0.45
5300000000000.0,2385000000000.0,0.45
5350000000000.0,2407500000000.0,0.45
5400000000000.0,2430000000000.0,0.45
5450000000000.0,2452500000000.0,0.45
5500000000000.0,2475000000000.0,0.45
5550000000000.0,2497500000000.0,0.45
5600000000000.0,2520000000000.0,0.45
5650000000000.0,2542500000000.0,0.45
5700000000000.0,2565000000000.0,0.45
5750000000000.0,2587500000000.0,0.45
5800000000000.0,2610000000000.0,0.45
5850000000000.0,2632500000000.0,0.45
5900000000000.0,2655000000000.0,0.45
5950000000000.0,2677500000000.0,0.45
6000000000000.0,2700000000000.0,0.45
6050000000000.0,2722500000000.0,0.45
6100000000000.0,2745000000000.0,0.45
6150000000000.0,2767500000000.0,0.45
6200000000000.0,2790000000000.0,0.45
6250000000000.0,2812500000000.0,0.45
6300000000000.0,2835000000000.0,0.45
6350000000000.0,2857500000000.0,0.45
6400000000000.0,2880000000000.0,0.45
6450000000000.0,2902500000000.0,0.45
6500000000000.0,2925000000000.0,0.45
6550000000000.0,2947500000000.0,0.45
6600000000000.0,2970000000000.0,0.45
6650000000000.0,2992500000000.0,0.45
6700000000000.0,3015000000000.0,0.45
6750000000000.0,3037500000000.0,0.45
6800000000000.0,3060000000000.0,0.45
6850000000000.0,3082500000000.0,0.45
6900000000000.0,3105000000000.0,0.45
6950000000000.0,3127500000000.0,0.45
7000000000000.0,3150000000000.0,0.45
7050000000000.0,3172500000000.0,0.45
7100000000000.0,3195000000000.0,0.45
7150000000000.0,3217500000000.0,0.45
7200000000000.0,3240000000000.0,0.45
7250000000000.0,3262500000000.0,0.45
7300000000000.0,3285000000000.0,0.45
7350000000000.0,3307500000000.0,0.45
7400000000000.0,3330000000000.0,0.45
7450000000000.0,3352500000000.0,0.45
7500000000000.0,3375000000000.0,0.45
7550000000000.0,3397500000000.0,0.45
7600000000000.0,3420000000000.0,0.45
7650000000000.0,3442500000000.0,0.45
7700000000000.0,3465000000000.0,0.45
7750000000000.0,3487500000000.0,0.45
7800000000000.0,3510000000000.0,0.45
7850000000000.0,3532500000000.0,0.45
7900000000000.0,3555000000000.0,0.45
7950000000000.0,3577500000000.0,0.45
8000000000000.0,3600000000000.0,0.45
8050000000000.0,3622500000000.0,0.45
8100000000000.0,3645000000000.0,0.45
8150000000000.0,3667500000000.0,0.45
8200000000000.0,3690000000000.0,0.45
8250000000000.0,3712500000000.0,0.45
8300000000000.0,3735000000000.0,0.45
8350000000000.0,3757500000000.0,0.45
8400000000000.0,3780000000000.0,0.45
8450000000000.0,3802500000000.0,0.45
8500000000000.0,3825000000000.0,0.45
8550000000000.0,3847500000000.0,0.45
8600000000000.0,3870000000000.0,0.45
8650000000000.0,3892500000000.0,0.45
8700000000000.0,3915000000000.0,0.45
8750000000000.0,3937500000000.0,0.45
8800000000000.0,3960000000000.0,0.45
8850000000000.0,3982500000000.0,0.45
8900000000000.0,4005000000000.0,0.45
8950000000000.0,4027500000000.0,0.45
9000000000000.0,4050000000000.0,0.45
9050000000000.0,4072500000000.0,0.45
9100000000000.0,4095000000000.0,0.45
9150000000000.0,4117500000000.0,0.45
9200000000000.0,4140000000000.0,0.45
9250000000000.0,4162500000000.0,0.45
9300000000000.0,4185000000000.0,0.45
9350000000000.0,4207500000000.0,0.45
9400000000000.0,4230000000000.0,0.45
9450000000000.0,4252500000000.0,0.45
9500000000000.0,4275000000000.0,0.45
9550000000000.0,4297500000000.0,0.45
9600000000000.0,4320000000000.0,0.45
9650000000000.0,4342500000000.0,0.45
9700000000000.0,4365000000000.0,0.45
9750000000000.0,4387500000000.0,0.45
9800000000000.0,4410000000000.0,0.45
9850000000000.0,4432500000000.0,0.45
9900000000000.0,4455000000000.0,0.45
9950000000000.0,4477500000000.0,0.45
10000000000000.0,4500000000000.0,0.45
20000000000000.0,9000000000000.0,0.45
40000000000000.0,18000000000000.0,0.45
